,PS1,PS3,PS4,PS5,EPS1,VS1
1341,158.40174500000128,1.7405365000000026,0.0,9.158394500000092,2492.4953333333806,0.6090666666666666
1021,158.24192833333396,1.7678088333333433,0.0,9.070645166666656,2470.469600000059,0.6235166666666667
1780,161.05736333333388,2.0075438333333318,10.067294000000055,9.838435833333333,2537.935700000022,0.5485666666666666
2089,160.53434666666675,1.898697333333319,10.1283798333334,9.899662333333291,2565.020233333378,0.5469166666666668
90,157.21048333333334,1.7236663333333275,0.0,8.633079000000018,2411.2560999999996,0.6497666666666666
1091,158.23772166666674,1.7305345000000012,0.0,9.118735499999982,2487.0100333333635,0.6241999999999999
2078,160.59720166666676,1.9077668333333138,10.115844166666726,9.889318333333412,2566.0372333333753,0.5461333333333335
1335,158.96783166666688,1.79546133333334,0.38986449999999984,9.14829250000001,2462.610600000028,0.6081500000000001
552,172.70988833333405,1.0882998333333207,0.14425599999999986,8.370457333333272,2601.4165333333654,0.7231833333333331
1447,159.04358500000058,1.8059590000000163,0.0,9.147763500000028,2469.1268333333787,0.5943500000000003
1880,160.55662666666717,1.9608988333333213,10.099721833333376,9.866599333333289,2552.9708333333806,0.5404500000000001
76,157.3246583333339,1.7390356666666684,0.0,8.657282666666696,2409.31076666669,0.6537999999999998
1596,161.02567333333323,2.004450166666671,0.12538416666666677,9.946728666666592,2540.6546000000035,0.5600666666666666
1696,160.49459833333253,1.9309131666666535,10.177866666666675,9.946293166666594,2579.494900000073,0.5394500000000001
1605,161.02030499999904,2.0052173333333347,0.43280749999999973,9.951069166666604,2544.9003000000034,0.55105
312,156.88801333333393,1.748615166666673,0.09323799999999997,8.47225433333339,2390.843166666671,0.6664333333333334
673,172.668468333334,1.124110666666663,1.4081668333333333,8.39364649999999,2606.5011666666805,0.7748166666666667
2168,161.31853166666653,1.9793623333333308,10.175909000000042,9.942536666666596,2542.2045333333804,0.5488166666666668
444,156.39666166666618,1.7446001666666606,0.0,8.467289166666692,2388.9234333333648,0.6540666666666666
636,155.5664716666677,1.6292718333333265,0.027703500000000006,8.401915999999972,2388.046000000008,0.6457500000000003
713,156.34023000000008,1.7203638333333227,0.0,8.46155433333338,2376.7427000000357,0.6291000000000001
1076,158.27873333333346,1.7313281666666662,0.0,9.090906499999996,2484.899066666692,0.613066666666667
1087,158.16619833333363,1.7148281666666563,0.0,9.107432833333291,2479.8010666666814,0.6180666666666664
486,172.89851000000093,1.0703683333333271,0.00023033333333333334,8.43566066666667,2633.891266666734,0.7312833333333333
1358,158.50273666666823,1.7351511666666735,0.0,9.16919483333337,2485.344166666695,0.6092166666666667
1401,158.73554833333327,1.7711148333333466,0.0,9.164206500000043,2467.2269333333866,0.6121333333333333
349,173.2835133333334,1.111940833333323,2.1058383333333324,8.50817616666671,2646.491966666719,0.7918166666666667
1310,159.09867499999956,1.7968471666666834,0.0002591666666666667,9.148495166666683,2460.2356333333864,0.6138666666666668
1831,160.1996400000006,1.9260559999999889,10.058529333333379,9.827099333333313,2553.033933333391,0.54665
1787,161.01096166666628,1.9976808333333331,10.063546166666688,9.835513333333315,2539.06613333338,0.5505666666666668
80,157.25044666666733,1.7186421666666565,0.0,8.643149333333382,2406.8329000000153,0.6501166666666667
42,157.65831166666703,1.7281376666666666,0.0,8.724992500000013,2421.6704333333437,0.6306666666666667
2174,161.33097999999947,1.9959508333333391,10.171601499999978,9.943033333333265,2542.839633333367,0.5435833333333334
1170,159.00138333333263,1.8050828333333404,0.0,9.144013333333332,2470.923700000024,0.6102166666666667
804,158.17937166666653,1.7865311666666697,0.0016040000000000002,8.967726666666639,2439.7276666666935,0.61765
1558,161.01212333333243,2.0084348333333315,3.1043875,9.962424499999964,2545.1700000000073,0.5627333333333332
1346,158.59489833333492,1.7400638333333338,0.0,9.186870833333362,2488.6172999999953,0.6109500000000001
956,158.00162833333275,1.7191571666666592,0.0,9.039698000000003,2475.028733333373,0.6283833333333335
1958,160.36067833333288,1.9271918333333136,10.07195133333337,9.842490833333272,2559.686266666712,0.5348500000000003
1270,158.70656000000017,1.7561726666666715,0.009709333333333334,9.19172899999999,2480.1358000000546,0.6175333333333334
873,158.30828500000067,1.7770246666666705,0.0,9.011565333333323,2452.101366666683,0.7037666666666667
657,173.06438000000006,1.0889708333333212,0.0,8.392671499999995,2611.005966666739,0.7140166666666664
